back_premise,back_hypothesis,label
1993년 9월 17일 카툰 네트워크는 영국 지사에서 유럽 전역에 영어 채널을 방송하기 시작했다.,카툰 네트워크는 영어 채널을 전송했다.,entailment
1993년 전라남도 함평군 대동면에 부유층에 대한 증오를 행동으로 표출하는 단체가 결성되었다.,1993년에는 경상북도에서만 단체가 결성되었다.,contradiction
1993년 전라남도 함평군 대동면에 부유층에 대한 증오를 행동으로 표출하는 단체가 결성되었다.,1994년 전라남도의 모든 조직이 해체되었다.,neutral
1993년 전라남도 함평군 대동면에 부유층에 대한 증오를 행동으로 표출하는 단체가 결성되었다.,함평군 대동면은 전라남도에 속한다.,entailment
1994년 12월 7일 서울 명동에서는 나눔의 집 할머니들이 일본군 위안부 문제를 처리하지 않고 일본의 유엔 가입에 반대하는 시위를 벌였다.,1994년 12월 7일 서울 명동에서 올해 첫 시위가 시작되었다.,contradiction
1994년 12월 7일 서울 명동에서는 나눔의 집 할머니들이 일본군 위안부 문제를 처리하지 않고 일본의 유엔 가입에 반대하는 시위를 벌였다.,나눔의 집 할머니들이 일본의 유엔 가입을 반대하고 있다.,entailment
1994년 12월 7일 서울 명동에서는 나눔의 집 할머니들이 일본군 위안부 문제를 처리하지 않고 일본의 유엔 가입에 반대하는 시위를 벌였다.,일본은 할머니들의 시위에 굴복하여 유엔에 가입할 수 없다.,neutral
제19대 대통령 선거 개표 결과 총 3267만201표 중 문재인 민주당 후보가 1342만3800표를 얻어 당선됐다.,18대 대통령도 민주당 후보로 선출되었다.,neutral
19세기 후반을 배경으로 당시 미국은 서부로 지배권이 확대되는 과정에서 인디언 원주민들과 치열하게 싸웠다.,아메리카 원주민들과 인디언들이 항상 평화롭지는 않았다.,entailment
19세기 이탈리아 바스크 시골의 젊은 농부 네모리노는 아름다운 지주의 딸인 아디나를 짝사랑한다.,네모리노는 바스크 지방의 농부입니다.,entailment
19세기 이탈리아 바스크 시골의 젊은 농부 네모리노는 아름다운 지주의 딸인 아디나를 짝사랑한다.,아디나는 네모리노를 짝사랑해요.,contradiction
19세기 이탈리아 바스크 시골의 젊은 농부 네모리노는 아름다운 지주의 딸인 아디나를 짝사랑한다.,아디나는 네모리노의 마음을 외면한다.,neutral
19세기 프랑스에서는 자크 오펜바흐가 코믹 스토리와 이해하기 쉬운 음악으로 가벼운 오페라를 작곡했고 오페라의 역사는 사람들의 환영을 받으며 시작되었다.,자크 오펜바흐의 직업은 작곡가였다.,neutral
19세기에 음향효과가 연극에 지정되기 시작한 것은 무대 연출 능력이 발달하면서 연극이 연출하는 대로 소리를 지원할 수 있게 되었기 때문이다.,19세기 이전에도 연극에서 음향 효과를 지정하려는 시도가 있었다.,neutral
19세기에 음향효과가 연극에 지정되기 시작한 것은 무대 연출 능력이 발달하면서 연극이 연출하는 대로 소리를 지원할 수 있게 되었기 때문이다.,음향효과가 연극에 지정되기 시작한 것은 19세기부터 무대 연출 능력과 관련이 없다.,contradiction
"1년 후, 메리는 마침내 맥스를 방문하기 위해 그녀의 아기와 함께 뉴욕으로 갑니다.",맥스는 메리를 만나고 싶어 한다.,neutral
"1년 후, 메리는 마침내 맥스를 방문하기 위해 그녀의 아기와 함께 뉴욕으로 갑니다.",메리는 뉴욕에 갈 것이다.,entailment
"1년 후, 메리는 마침내 맥스를 방문하기 위해 그녀의 아기와 함께 뉴욕으로 갑니다.",메리는 아이가 없다.,contradiction
"1번, 2번. 바포레토 선착장이 근처에 있습니다.","1, 2번 바포레토 선착장과 가깝습니다.",entailment
"1번, 2번. 바포레토 선착장이 근처에 있습니다.","바포레토 1, 2번 선착장으로 걸어가시면 금방 도착합니다.",neutral
"1번, 2번. 바포레토 선착장이 근처에 있습니다.","1, 2번 바포레토 선착장이 너무 멀어요.",contradiction
1월 여행의 가장 큰 걱정은 추위였습니다.,나는 1월 여행 동안 추위에 대해 걱정하지 않았어.,contradiction
1월 여행의 가장 큰 걱정은 추위였습니다.,나는 2월 여행 중에 추위가 제일 걱정돼.,neutral
"1인당 예약건수, 동반가족수 등 자세한 예약내용은 바다투어 홈페이지에서 자주 묻는 질문게시판에서 확인할 수 있다.",바다여행 사이트 내 자주 묻는 질문 게시판의 답변이 느리다.,neutral
1인당 구매 한도를 월 50만원에서 월 100만원 이내로 늘리고 올해 잔여 물량 6조5000억원을 차질 없이 나눠줄 계획이다.,1인당 소비한도를 월 50만원에서 100만원 이내로 늘릴 계획이다.,entailment
1층에 있는 식당 때문에 저녁에는 시끄러워요.,1층에 식당이 있습니다.,entailment
1층에 있는 식당 때문에 저녁에는 시끄러워요.,저녁에는 시끄럽지 않아요.,contradiction
1층 편의점과 옆에 있는 백화점 푸드코트도 좋았습니다.,1층에 있는 편의점은 나쁘지 않았어요.,entailment
1층 편의점과 옆에 있는 백화점 푸드코트도 좋았습니다.,근처에는 백화점이 없었습니다.,contradiction
1층 편의점과 옆에 있는 백화점 푸드코트도 좋았습니다.,백화점 1층에 푸드코트가 있었습니다.,neutral
"1층에는 부엌, 거실, 정원이 있습니다.",정원이 없어요.,contradiction
1층에 새벽 1시까지 영업하는 매장이 있습니다.,1층에 있는 가게는 새벽까지 영업합니다.,neutral
1층에 새벽 1시까지 영업하는 매장이 있습니다.,1층에는 새벽 2시까지 영업하는 가게만 있습니다.,contradiction
1층에 새벽 1시까지 영업하는 매장이 있습니다.,2층에는 새벽까지 운영하는 빵집이 있습니다.,neutral
1건당 평균 결제금액이 가장 낮은 곳은 랄라블라로 1만8802원이었다.,1회 구매 시 평균 결제금액이 가장 높은 곳은 랄라블라였다.,contradiction
1건당 평균 결제금액이 가장 낮은 곳은 랄라블라로 1만8802원이었다.,2개 구매 시 평균 결제금액이 가장 높은 곳은 올리브영이었다.,neutral
2000년 집권한 로랑 그바그보 대통령은 지난해 11월 대선에서 패배해 재선에 실패했다.,로랑 그바그보 대통령은 2000년에 권력을 잡은 적이 있다.,entailment
2000년 집권한 로랑 그바그보 대통령은 지난해 11월 대선에서 패배해 재선에 실패했다.,재선에 실패한 대통령은 다시 대통령에 출마할 수 없다.,neutral
2000년 집권한 로랑 그바그보 대통령은 지난해 11월 대선에서 패배해 재선에 실패했다.,로랑 그바그보는 지난해 11월 대통령 선거에서 승리했다.,contradiction
"2001년 뤼스티세가 75세가 되던 해, 그는 교황 요한 바오로 2세에게 교회법의 규정에 따라 파리 대교구장직에서 물러나겠다는 사직서를 전달했다.",교회에는 법이 없습니다.,contradiction
"2001년 뤼스티세가 75세가 되던 해, 그는 교황 요한 바오로 2세에게 교회법의 규정에 따라 파리 대교구장직에서 물러나겠다는 사직서를 전달했다.",요한 바오로 2세는 파리 대교구가 되었다.,neutral
2003년 국가대표팀에 데뷔한 팔라시오스는 일찌감치 주전 자리를 꿰찼다.,팔라시오스는 2003년에 국가대표팀에서 탈락하였다.,contradiction
2003년 국가대표팀에 데뷔한 팔라시오스는 일찌감치 주전 자리를 꿰찼다.,팔라시오스는 국가 대표팀의 멤버이다.,entailment
변정수가 2003년 교통사고로 숨졌다는 얘기가 나왔지만 사실무근이었다.,변정수가 2003년 교통사고로 사망했다는 이야기는 거짓이었다.,entailment
변정수가 2003년 교통사고로 숨졌다는 얘기가 나왔지만 사실무근이었다.,변정수는 2003년에 교통사고로 사망했다.,contradiction
2007년 11월 중국 동포들이 낸 방문 취업 비자 발급 취소 소송에서 엇갈린 판결이 나왔다.,방문취업비자 발급 취소 소송에서도 모두 같은 판결이 나왔다.,contradiction
2007년 11월 중국 동포들이 낸 방문 취업 비자 발급 취소 소송에서 엇갈린 판결이 나왔다.,방문취업비자 발급 취소 소송이 6개월 만에 판결됐다.,neutral
2007년 11월 중국 동포들이 낸 방문 취업 비자 발급 취소 소송에서 엇갈린 판결이 나왔다.,중국 동포들이 방문 취업 비자 발급 취소 소송을 제기했다.,entailment
지난 2007년 3월 23일 인천공항과 김포공항을 잇는 1단계 구간이 개통된 지 3년 만이다.,2007년에는 공항과 공항을 연결하는 구간이 개통되었다.,entailment
지난 2007년 3월 23일 인천공항과 김포공항을 잇는 1단계 구간이 개통된 지 3년 만이다.,김포국제공항은 인천국제공항 다음으로 큰 공항이다.,neutral
지난 2007년 3월 23일 인천공항과 김포공항을 잇는 1단계 구간이 개통된 지 3년 만이다.,인천국제공항은 다른 공항과 연결되어 있지 않습니다.,contradiction
2007년 블라디미르 푸틴 러시아 대통령이 대사관에 머물 때도 수류탄이 투척됐다.,"2007년, 수류탄이 대사관에 투척되었다.",entailment
2007년 블라디미르 푸틴 러시아 대통령이 대사관에 머물 때도 수류탄이 투척됐다.,대사관에 수류탄을 투척한 적이 없다.,contradiction
2007년 블라디미르 푸틴 러시아 대통령이 대사관에 머물 때도 수류탄이 투척됐다.,블라디미르 푸틴 러시아 대통령이 수류탄 투척으로 부상을 입었다.,neutral
2008년 8월 27일 민주당 전당대회에서 만장일치로 지명된 조지프 바이든 미 연방상원은 오바마의 부통령으로 관례에 따라 먼저 취임했다.,모든 민주당원들은 2008년 8월 27일 민주당 전당대회에 참석했다.,neutral
2008년 8월 27일 민주당 전당대회에서 만장일치로 지명된 조지프 바이든 미 연방상원은 오바마의 부통령으로 관례에 따라 먼저 취임했다.,조지프 바이든은 2008년 8월 27일 민주당 전당대회에서 만장일치로 오바마의 부통령으로 지명되었다.,entailment
2008년 8월 27일 민주당 전당대회에서 만장일치로 지명된 조지프 바이든 미 연방상원은 오바마의 부통령으로 관례에 따라 먼저 취임했다.,바이든은 2008년 8월 27일 공화당 전당대회에서 만장일치로 오바마의 부통령으로 임명되었다.,contradiction
"2010년 10월 1일, 한국 부산 해운대의 한 고층 오피스텔에서 화재 사고가 발생했다.",2010년 10월 1일 화재 사고가 발생한 오피스텔이 있다.,entailment
"2010년 10월 1일, 한국 부산 해운대의 한 고층 오피스텔에서 화재 사고가 발생했다.",한국의 부산 해운대에는 여름 피서객들이 많습니다.,neutral
"2010년 10월 1일, 한국 부산 해운대의 한 고층 오피스텔에서 화재 사고가 발생했다.",화재 사고가 발생한 곳은 안동시의 한 오피스텔이 유일하다.,contradiction
"2010년 8월 5일, 칠레 코피아포의 산호세 광산에 매몰된 광부들의 구조가 현지 시각으로 오전 0시부터 시작되었다.",매몰된 산호세 광산 광부들은 구조가 시작된 지 36시간 만에 모두 구조됐다.,neutral
"2010년 8월 5일, 칠레 코피아포의 산호세 광산에 매몰된 광부들의 구조가 현지 시각으로 오전 0시부터 시작되었다.",칠레 산호세 광산에서 광부들이 매몰되는 사고가 발생했다.,entailment
2011년 3월 11일 14시 46분 발생한 동일본 대지진은 진도 9.0의 강력한 지진이어서 전 세계에 슬픔과 아픔을 안겨줬다.,2011년 3월 11일에 발생한 지진은 대륙지진이었다.,neutral
2011년 3월 11일 14시 46분 발생한 동일본 대지진은 진도 9.0의 강력한 지진이어서 전 세계에 슬픔과 아픔을 안겨줬다.,"2011년 3월 11일, 일본에 슬픔을 가져온 것은 태풍이었습니다.",contradiction
